ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,LC_LO,LC_LA,FCLTY_ID,OPNNG_YEAR,ADTION_DC,FCLTY_SEAT_CO,PRFPLC_CO,TEL_NO,HMPG_ADDR,FCLTY_SEAT_CO,PBLPRFR_CAS_CO,RASNG_CUTIN_CAS_CO,VIEWNG_CAS_CO,ADVANTK_CAS_CO,PRVATE_PUBLIC_AT,UPDT_DT,ORIGIN_NM,FILE_NM,BASE_DE
KCWKPRF22N000000058,문화시설,공연장,건국대학교 새천년관,서울특별시,광진구,1121510700,화양동,1121571000,화양동,1.12E+11,서울특별시 광진구 능동로 120 (화양동) 건국대학교,5029,다사624489,127.0747119,37.5391827,962428.3151,1948958.332,FC000032,2000,민간(대학로 외),805,1,,,805,1,1,1,5,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000059,문화시설,공연장,검단복지회관,인천광역시,서구,2826011300,마전동,2826068000,검단동,2.83E+11,인천광역시 서구 완정로92번길 18 (마전동),22633,다사263560,126.6653486,37.6005633,926323.4815,1956010.62,FC000521,2001,공공(기타),200,1,032-561-4115,http://www.issi.or.kr/welfare/design/index.asp,200,2,2,12,1345,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000060,문화시설,공연장,게토얼라이브,서울특별시,성동구,1120011400,성수동1가,1120066000,성수1가2동,1.11E+11,서울특별시 성동구 왕십리로 104 (성수동1가) 정일빌딩,4778,다사597498,127.0448864,37.5468264,959797.4996,1949818.692,FC000481,,민간(대학로 외),75,1,,,75,3,3,7,86,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000061,문화시설,공연장,경기도어린이박물관,경기도,용인시,4146310300,상갈동,4146353000,상갈동,4.15E+11,경기도 용인시 기흥구 상갈로 6 (상갈동),17072,다사653188,127.1086528,37.2681879,965302.0683,1918880.738,FC002360,2010,공공(기타),264,1,,,264,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000062,문화시설,공연장,경기아트센터(구. 경기도문화의전당),경기도,수원시,4111514100,인계동,4111573000,인계동,4.11E+11,경기도 수원시 팔달구 효원로307번길 20 (인계동) 경기도문화의전당,16488,다사589181,127.0375697,37.2615833,958996.0281,1918176.464,FC000617,1991,공공(문예회관),2661,6,031-230-3200,http://www.ggac.or.kr/,2661,107,107,236,72057,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000063,문화시설,공연장,경복궁아트홀,서울특별시,종로구,1111010400,효자동,1111051500,청운효자동,1.11E+11,서울특별시 종로구 자하문로 82 (효자동),3042,다사532539,126.9706966,37.5833526,953266.7162,1953905.405,FC000854,2012,민간(대학로 외),180,1,02-735-0506,https://gbgarthall.modoo.at/,180,8,7,101,2139,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000064,문화시설,공연장,경복대학교 남양주캠퍼스,경기도,남양주시,4136025328,진접읍 금곡리,4136025300,진접읍,4.14E+11,경기 남양주시 진접읍 경복대로 425-67,12051,다사745706,127.2106185,37.7350303,974501.9071,1970641.133,FC000879,2013,민간(대학로 외),450,1,,,450,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000065,문화시설,공연장,경북고령대가야문화누리 (구. 대가야국악당),경상북도,고령군,4783025326,대가야읍 지산리,4783025300,대가야읍,4.42E+11,경상북도 고령군 대가야읍 왕릉로 30,40138,라마690477,128.2630942,35.7235756,1069015.733,1747742.989,FC001391,2015,공공(문예회관),778,3,,,778,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000066,문화시설,공연장,경북도청 동락관,경상북도,안동시,4717034021,풍천면 갈전리,4717034000,풍천면,4.48E+11,경상북도 안동시 풍천면 도청대로 455,36759,라바899425,128.5057227,36.5761206,1089980.875,1842507.328,FC002396,2015,공공(기타),873,1,,,873,11,11,22,2203,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000067,문화시설,공연장,경산시민회관,경상북도,경산시,4729011600,계양동,4729056000,동부동,4.12E+11,경상북도 경산시 계양로 28 (계양동),38591,마마127586,128.7478391,35.8182696,1112725.067,1758695.609,FC000310,1996,공공(문예회관),730,1,053-804-7243,http://www.gyeongsan.go.kr/special/civic/index.do,730,8,8,12,3462,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000068,문화시설,공연장,경상남도문화예술회관,경상남도,진주시,4817010400,칠암동,4817051500,천전동,2.83E+11,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관,52722,라라538881,128.091744,35.1872737,1053874.629,1688156.627,FC000017,1988,공공(문예회관),3028,3,00-1544-6711,https://artcenter.gyeongnam.go.kr/main.do,3028,25,25,33,10121,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000069,문화시설,공연장,경상북도교육청문화원,경상북도,포항시,4711312200,양덕동,4711370000,장량동,4.71E+11,경상북도 포항시 북구 환호로 50 (양덕동),37603,마마703879,129.3914602,36.0735501,1170323.945,1787947.023,FC002710,2010,공공(기타),1146,1,054-245-7715,http://www.gbelib.kr/gbccs/index.do,1146,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000070,문화시설,공연장,경성대학교 예노소극장,부산광역시,남구,2629010600,대연동,2629053000,대연3동,2.63E+11,부산광역시 남구 수영로 309 (대연동),48434,마라457837,129.100099,35.1384384,1145771.787,1683752.223,FC000194,1997,민간(대학로 외),220,1,,,220,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000071,문화시설,공연장,경성대학교 콘서트홀,부산광역시,남구,2629010600,대연동,2629053000,대연3동,2.63E+11,부산광역시 남구 수영로 309 (대연동),48434,마라457837,129.100099,35.1384384,1145771.787,1683752.223,FC000515,1983,민간(대학로 외),449,1,,,449,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000072,문화시설,공연장,경주예술의전당,경상북도,경주시,4713012400,황성동,4713062100,황성동,4.71E+11,경상북도 경주시 알천북로 1 (황성동),38089,마마540642,129.2059962,35.8623565,1154031.326,1764210.59,FC001701,2010,공공(문예회관),2284,4,00-1588-4925,http://www.gjartcenter.kr,2284,29,29,70,10836,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000073,문화시설,공연장,경향아트힐,서울특별시,중구,1114016700,정동,1114052000,소공동,1.11E+11,서울특별시 중구 정동길 3 (정동),4518,다사531522,126.9699761,37.5681733,953193.601,1952221.692,FC002324,2003,민간(대학로 외),1652,6,02-722-4400,,1652,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000074,문화시설,공연장,계룡문화예술의전당,충청남도,계룡시,4425031522,엄사면 유동리,4425031500,엄사면,4.43E+11,충남 계룡시 엄사면 문화1로 13,32829,다바761084,127.2341481,36.2729241,976122.206,1808438.171,FC002726,2011,공공(문예회관),944,2,042-840-3707,http://ac.gyeryong.go.kr/html/kr/index.html,944,9,9,13,1377,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000075,문화시설,공연장,계양문화회관,인천광역시,계양구,2824510200,계산동,2824561200,계산2동,2.82E+11,인천광역시 계양구 계양산로35번길 11 (계산동),21042,다사309499,126.7181312,37.5460789,930932.4919,1949925.649,FC001081,1997,공공(문예회관),795,1,,,795,10,10,22,2725,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000076,문화시설,공연장,고성군문화복지센터,강원도,고성군,4282025333,거진읍 송포리,4282025300,거진읍,4.28E+11,강원도 고성군 거진읍 자산천로 240,24722,라아831488,128.4525175,38.4361129,1083131.692,2048819.019,FC000517,2005,공공(문예회관),400,2,,,400,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000077,문화시설,공연장,고성문화관,강원도,고성군,4282025021,간성읍 하리,4282025000,간성읍,4.28E+11,강원도 고성군 간성읍 간성로 71-7,24729,라아844424,128.4669079,38.3787357,1084454.408,2042465.326,FC000198,1986,공공(기타),288,1,,,288,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000078,문화시설,공연장,고성문화체육센터,경상남도,고성군,4882025026,고성읍 기월리,4882025000,고성읍,4.88E+11,경상남도 고성군 고성읍 송학고분로 193,52931,라라739652,128.3107229,34.9793132,1073999.273,1665234.106,FC000412,2003,공공(문예회관),374,1,,,374,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000079,문화시설,공연장,고양시문예회관,경기도,고양시,4128110100,주교동,4128151000,주교동,4.13E+11,경기도 고양시 덕양구 고양시청로 10 (주교동),10460,다사410623,126.8319601,37.6584133,941076.5314,1962311.221,FC001239,1989,공공(문예회관),468,1,,,468,1,1,3,272,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000080,문화시설,공연장,고양아람누리,경기도,고양시,4128510500,마두동,4128556000,마두1동,1.15E+11,경기도 고양시 일산동구 중앙로 1286 (마두동) 고양아람누리,10409,다사360626,126.7744583,37.6614856,936007.2411,1962689.773,FC001859,2007,공공(문예회관),4640,5,00-1577-7766,http://www.artgy.or.kr/aram/introduction.aspx,4640,91,91,159,48984,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000081,문화시설,공연장,고양어울림누리,경기도,고양시,4128110600,성사동,4128155000,성사2동,4.13E+11,경기도 고양시 덕양구 어울림로 33 (성사동),10471,다사413612,126.835368,37.6490565,941369.7669,1961270.972,FC000127,2004,공공(문예회관),2156,3,00-1577-7766,http://www.artgy.or.kr/,2156,55,55,158,58955,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000082,문화시설,공연장,고창문화의전당,전라북도,고창군,4579025021,고창읍 읍내리,4579025000,고창읍,4.58E+11,전라북도 고창군 고창읍 모양성로 11,56441,다마278155,126.7045756,35.4333808,927800.2137,1715580.615,FC000819,2008,공공(문예회관),625,1,063-560-8041,http://culture.gccl.kr,625,16,16,19,2738,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000083,문화시설,공연장,고흥문화회관,전라남도,고흥군,4677025025,고흥읍 호형리,4677025000,고흥읍,4.68E+11,전라남도 고흥군 고흥읍 고흥로 1892-67,59536,다라816246,127.300319,34.6155227,981693.9468,1624610.445,FC001833,1999,공공(문예회관),754,2,061-830-6712,http://www.goheung.go.kr/culture/m01/02.html,754,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000084,문화시설,공연장,곡성레저문화센터,전라남도,곡성군,4672025021,곡성읍 읍내리,4672025000,곡성읍,4.67E+11,전라남도 곡성군 곡성읍 곡성로 855 곡성레저문화센터,57535,다라816984,127.2981783,35.2814217,981646.6993,1698456.037,FC000924,2010,공공(문예회관),410,1,,,410,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000085,문화시설,공연장,골목실험극장,대구광역시,남구,2720010300,대명동,2720058600,대명3동,2.72E+11,대구광역시 남구 계명중앙1길 39-4 (대명동),42402,라마977627,128.582181,35.8561103,1097713.112,1762714.714,FC000742,2017,민간(대학로 외),100,1,,,100,10,10,32,128,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000086,문화시설,공연장,공간 222,서울특별시,성북구,1129010500,동소문동2가,1129055500,삼선동,1.13E+11,서울특별시 성북구 동소문로 24 (동소문동2가),2860,다사566545,127.0087818,37.5893808,956632.8564,1954555.94,FC001543,2016,민간(대학로 외),33,1,010-5584-8875,,33,4,4,20,129,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000087,문화시설,공연장,공간 울림,대구광역시,수성구,2726010900,상동,2726062000,상동,2.73E+11,대구광역시 수성구 상화로 65-1 (상동),42160,마마006604,128.6143145,35.8350685,1100641.233,1760413.373,FC002674,2007,민간(대학로 외),220,2,,,220,24,24,24,1238,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000088,문화시설,공연장,공간소극장 [대연역],부산광역시,남구,2629010600,대연동,2629051000,대연1동,2.63E+11,부산광역시 남구 수영로 지하 242 (대연동),48496,마라450833,129.0922967,35.1351177,1145066.814,1683372.512,FC001209,2019,민간(대학로 외),50,1,,,50,6,6,24,395,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000089,문화시설,공연장,공간아울,서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 대학로 120 (동숭동),3086,다사560537,127.0022927,37.5818759,956055.5515,1953726.323,FC002075,2010,민간(대학로),172,1,02-3675-0116,,172,26,26,163,1537,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000090,문화시설,공연장,공감M아트센터,서울특별시,성북구,1129010800,동소문동5가,1129055500,삼선동,1.13E+11,서울특별시 성북구 보문로40길 11 (동소문동5가),2846,다사570548,127.0140256,37.5918586,957097.2299,1954828.432,FC001974,2018,민간(대학로 외),30,1,,,30,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000091,문화시설,공연장,공연예술소극장 용(오거리소극장),전라북도,전주시,4511111700,고사동,4511151000,중앙동,4.51E+11,전라북도 전주시 완산구 전주객사5길 67 (고사동),54999,다마678583,127.1446175,35.821082,967897.9621,1758347.376,FC000415,2018,민간(대학로 외),60,1,,,60,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000092,문화시설,공연장,공연일번지,광주광역시,동구,2911013300,금남로3가,2911052500,충장동,2.91E+11,광주광역시 동구 금남로 218-9 (금남로3가),61482,다라467839,126.9157471,35.1492354,946782.6199,1683934.099,FC000808,2008,민간(대학로 외),70,1,,,70,3,3,5,55,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000093,문화시설,공연장,공주문예회관,충청남도,공주시,4415010700,웅진동,4415054000,웅진동,4.42E+11,충청남도 공주시 고마나루길 5 (웅진동),32535,다바652292,127.1117237,36.4601776,965209.9372,1829245.874,FC002698,1990,공공(문예회관),734,2,041-840-2180,http://acc.gongju.go.kr/,734,41,41,50,7505,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000094,문화시설,공연장,과천시민회관,경기도,과천시,4129010700,중앙동,4129051000,중앙동,4.13E+11,경기도 과천시 통영로 5 (중앙동),13807,다사548366,126.9891524,37.4281927,954802.7807,1936682.339,FC001370,1995,공공(문예회관),1309,2,02-504-7300,http://www.gccs.or.kr/dev_home/facilities/status.php,1309,16,16,22,4890,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000095,문화시설,공연장,관악아트홀(구. 관악문화관),서울특별시,관악구,1162010200,신림동,1162073500,대학동,1.16E+11,서울특별시 관악구 신림로3길 35 (신림동),8825,다사509410,126.9448709,37.4675977,950910.7012,1941076.2,FC000071,2002,공공(문예회관),698,1,,,698,2,2,3,383,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000096,문화시설,공연장,광림아트센터,서울특별시,강남구,1168010700,신사동,1168051000,신사동,1.17E+11,서울특별시 강남구 논현로163길 33 (신사동),6031,다사580472,127.0255798,37.5238954,958079.2051,1947283.059,FC000849,2005,민간(대학로 외),1639,2,02-2056-5787,www.klarts.kr,1639,33,32,394,111792,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000097,문화시설,공연장,광명시민회관,경기도,광명시,4121010200,철산동,4121061000,철산3동,2.65E+11,경기도 광명시 시청로 20 (철산동),14234,다사438423,126.8648475,37.4790991,943842.8775,1942396.925,FC002226,1990,공공(문예회관),680,3,02-2621-8800,www.gmcf.or.kr,680,20,20,32,3492,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000098,문화시설,공연장,광산구청소년수련관,광주광역시,광산구,2920011600,쌍암동,2920062400,첨단1동,2.92E+11,광주광역시 광산구 첨단중앙로182번길 39 (쌍암동),62274,다라403920,126.8442514,35.2222281,940323.6449,1692069.712,FC000743,2008,공공(기타),250,1,,,250,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000099,문화시설,공연장,광산문화예술회관,광주광역시,광산구,2920010100,송정동,2920051500,송정1동,2.92E+11,광주광역시 광산구 광산로68번길 13 (송정동),62427,다라361830,126.7992316,35.140501,936162.6797,1683033.96,FC001679,2002,공공(문예회관),548,1,062-960-8860,http://art.gwangsan.go.kr/,548,2,2,2,345,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
