번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,sum
61,영화상영관,03_13_02_P,3590000,CDFF4220001999000006,1999-05-08,,3,폐업,3,폐업,2000-12-29,,,,224-7778,,501-025,광주광역시 동구 금남로5가 177-3번지,광주광역시 동구 구성로 184-3  (금남로5가),,궁전아트홀,2005/03/21 10:44,I,2018/08/31 23:59,,192031.9941,183685.211,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990508,,1
62,영화상영관,03_13_02_P,3590000,CDFF4220001999000007,1999-09-17,,3,폐업,3,폐업,2009-04-23,,,,228-2700,,501-015,광주광역시 동구 충장로5가 78번지,광주광역시 동구 구성로 161  (충장로5가),,엔터시네마1관,2009/04/23 15:05,I,2018/08/31 23:59,,191848.5834,183550.7448,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990917,,1
63,영화상영관,03_13_02_P,3590000,CDFF4220001999000008,1999-09-17,,3,폐업,3,폐업,2009-04-23,,,,062-228-2700,,501-015,광주광역시 동구 충장로5가 78,광주광역시 동구 구성로 161 (충장로5가),,엔터시네마2관,2020/12/02 11:22,U,2020/12/04 2:40,,191848.5834,183550.7448,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990917,,1
64,영화상영관,03_13_02_P,3590000,CDFF4220001999000009,1999-09-17,,3,폐업,3,폐업,2009-04-23,,,,062-228-2700,,501-015,광주광역시 동구 충장로5가 78,광주광역시 동구 구성로 161 (충장로5가),,엔터시네마 3관,2020/12/02 11:23,U,2020/12/04 2:40,,191848.5834,183550.7448,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990917,,1
65,영화상영관,03_13_02_P,3590000,CDFF4220001999000010,1999-09-17,,3,폐업,3,폐업,2009-04-23,,,,228-2700,,501-015,광주광역시 동구 충장로5가 78번지,광주광역시 동구 구성로 161  (충장로5가),,엔터시네마 4관,2009/04/23 15:14,I,2018/08/31 23:59,,191848.5834,183550.7448,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990917,,1
66,영화상영관,03_13_02_P,3590000,CDFF4220001999000011,1999-09-17,,3,폐업,3,폐업,2009-04-23,,,,062-228-2700,,501-015,광주광역시 동구 충장로5가 78,광주광역시 동구 구성로 161 (충장로5가),,엔터시네마 5관,2020/12/02 11:15,U,2020/12/04 2:40,,191848.5834,183550.7448,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990917,,1
67,영화상영관,03_13_02_P,3590000,CDFF4220001999000013,1999-05-08,,3,폐업,3,폐업,2004-02-20,,,,,,501-014,광주광역시 동구 충장로4가 25번지,광주광역시 동구 중앙로 173  (충장로4가),,예술극장에이디엠,2004/02/23 15:33,I,2018/08/31 23:59,,192098.8581,183368.8519,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990508,,1
68,영화상영관,03_13_02_P,3590000,CDFF4220002000000001,2000-07-14,,3,폐업,3,폐업,2013-07-22,,,,232-9111,,501-011,광주광역시 동구 충장로1가 25-1번지,광주광역시 동구 충장로 102-12 (충장로1가),,무등극장3관,2013/12/26 20:59,I,2018/08/31 23:59,,192399.7088,183105.612,영화상영관,영화상영관,6,,,,5,1,,1.2,,,,,,,,,,,,,,,,,,영화관,,20000714,,1
69,영화상영관,03_13_02_P,3590000,CDFF4220001999000005,1999-05-08,,3,폐업,3,폐업,2003-05-15,,,,232-3929,,501-120,광주광역시 동구 호남동 35-3번지,광주광역시 동구 중앙로 157  (호남동),,성도극장,2003/07/23 10:11,I,2018/08/31 23:59,,191996.3226,183242.6535,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990508,,1
70,영화상영관,03_13_02_P,3620000,CDFF4220002013000001,2013-09-17,,3,폐업,3,폐업,2016-11-30,,,,,,,광주광역시 북구 생용동 90번지,광주광역시 북구 우치로 649 (생용동),61028,광주자동차극장 1관,2016/12/06 10:15,I,2018/08/31 23:59,,190877.7984,191627.3773,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20130917,,1
71,영화상영관,03_13_02_P,3620000,CDFF4220002013000002,2013-09-17,,3,폐업,3,폐업,2016-11-30,,,,062-575-6263,,,광주광역시 북구 생용동 90번지,광주광역시 북구 우치로 649 (생용동),61028,광주자동차극장 2관,2016/12/06 10:19,I,2018/08/31 23:59,,190877.7984,191627.3773,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20130917,,1
72,영화상영관,03_13_02_P,3410000,CDFF4220002000000004,2000-11-29,,3,폐업,3,폐업,2012-12-26,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 1관,2012/12/26 11:33,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,8,,,,,,,,,,,,,,,,,,,,,영화관,,20001129,,1
73,영화상영관,03_13_02_P,3410000,CDFF4220002000000005,2000-11-29,,3,폐업,3,폐업,2012-12-26,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 2관,2012/12/26 11:34,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001129,,1
74,영화상영관,03_13_02_P,3410000,CDFF4220002000000006,2000-11-29,,3,폐업,3,폐업,2012-12-26,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 3관,2012/12/26 11:34,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001129,,1
75,영화상영관,03_13_02_P,3410000,CDFF4220002000000007,2000-11-29,,3,폐업,3,폐업,2012-12-26,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 4관,2012/12/26 11:35,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001129,,1
76,영화상영관,03_13_02_P,3410000,CDFF4220002000000008,2000-11-29,,3,폐업,3,폐업,2012-12-26,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 5관,2012/12/26 11:35,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001129,,1
77,영화상영관,03_13_02_P,3410000,CDFF4220002000000009,2000-11-29,,3,폐업,3,폐업,2012-12-17,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 6관,2012/12/17 16:25,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001129,,1
78,영화상영관,03_13_02_P,3410000,CDFF4220002000000010,2000-11-29,,3,폐업,3,폐업,2012-12-17,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 7관,2012/12/17 16:26,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001129,,1
79,영화상영관,03_13_02_P,3410000,CDFF4220002001000002,2001-12-20,,3,폐업,3,폐업,2010-02-02,,,,427-6561,,,대구광역시 중구 남일동 65-1번지,대구광역시 중구 중앙대로 412  (남일동),,아카데미시네마5관,2010/02/02 14:12,I,2018/08/31 23:59,,343908.6834,264477.417,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20011220,,1
80,영화상영관,03_13_02_P,3410000,CDFF4220002001000004,2001-12-20,,3,폐업,3,폐업,2010-02-02,,,,427-6561,,,대구광역시 중구 남일동 65-1번지,대구광역시 중구 중앙대로 412  (남일동),,아카데미시네마7관,2010/02/02 14:13,I,2018/08/31 23:59,,343908.6834,264477.417,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20011220,,1
81,영화상영관,03_13_02_P,3410000,CDFF4220002001000005,2001-12-20,,3,폐업,3,폐업,2010-02-02,,,,427-6561,,,대구광역시 중구 남일동 65-1번지,대구광역시 중구 중앙대로 412  (남일동),,아카데미시네마3관,2010/02/02 14:13,I,2018/08/31 23:59,,343908.6834,264477.417,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20011220,,1
82,영화상영관,03_13_02_P,3410000,CDFF4220002002000010,2002-06-26,,3,폐업,3,폐업,2013-10-30,,,,257-2041,,700-191,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),700-191,MMC만경관10관,2013/10/30 16:08,I,2018/08/31 23:59,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,8,,,,,,,,,,,,,,,,,,,,,영화관,,20020626,,1
83,영화상영관,03_13_02_P,3410000,CDFF4220002002000011,2002-06-26,,3,폐업,3,폐업,2013-10-30,,,,257-2041,,700-191,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),700-191,MMC만경관11관,2013/10/30 16:08,I,2018/08/31 23:59,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,8,,,,,,,,,,,,,,,,,,,,,영화관,,20020626,,1
84,영화상영관,03_13_02_P,3410000,CDFF4220002002000012,2002-06-26,,3,폐업,3,폐업,2013-10-30,,,,257-2041,,700-191,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),700-191,MMC만경관12관,2013/10/30 16:09,I,2018/08/31 23:59,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20020626,,1
85,영화상영관,03_13_02_P,3410000,CDFF4220002002000013,2002-06-26,,3,폐업,3,폐업,2013-10-30,,,,257-2041,,700-191,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),700-191,MMC만경관13관,2013/10/30 16:10,I,2018/08/31 23:59,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,8,,,,,,,,,,,,,,,,,,,,,영화관,,20020626,,1
86,영화상영관,03_13_02_P,3410000,CDFF4220002002000014,2002-06-26,,3,폐업,3,폐업,2013-10-30,,,,257-2041,,700-191,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),700-191,MMC만경관14관,2013/10/30 16:10,I,2018/08/31 23:59,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,8,,,,,,,,,,,,,,,,,,,,,영화관,,20020626,,1
87,영화상영관,03_13_02_P,3410000,CDFF4220002002000015,2002-06-26,,3,폐업,3,폐업,2013-10-30,,,,257-2041,,700-191,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),700-191,MMC만경관15관,2013/10/30 16:11,I,2018/08/31 23:59,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,8,,,,,,,,,,,,,,,,,,,,,영화관,,20020626,,1
88,영화상영관,03_13_02_P,3410000,CDFF4220002003000001,2003-12-15,,3,폐업,3,폐업,2007-11-01,,,,,,700-060,대구광역시 중구 남일동 135-1번지,대구광역시 중구 중앙대로 403  (남일동),,중앙씨네마타운8관,2007/11/26 9:22,I,2018/08/31 23:59,,343823.52,264376.1104,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20031215,,1
89,영화상영관,03_13_02_P,3410000,CDFF4220002003000002,2003-12-15,,3,폐업,3,폐업,2007-11-01,,,,,,700-060,대구광역시 중구 남일동 135-1번지,대구광역시 중구 중앙대로 403  (남일동),,중앙씨네마타운9관,2007/11/26 9:22,I,2018/08/31 23:59,,343823.52,264376.1104,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20031215,,1
90,영화상영관,03_13_02_P,3410000,CDFF4220002003000003,2003-12-15,,3,폐업,3,폐업,2007-11-01,,,,,,700-060,대구광역시 중구 남일동 135-1번지,대구광역시 중구 중앙대로 403  (남일동),,중앙시네마타운6관,2007/11/26 9:23,I,2018/08/31 23:59,,343823.52,264376.1104,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20031215,,1
91,영화상영관,03_13_02_P,3410000,CDFF4220002003000004,2003-12-16,,3,폐업,3,폐업,2012-12-17,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 8관,2012/12/17 16:27,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,6,,,,,,,,,,,,,,,,,,,,,영화관,,20031216,,1
92,영화상영관,03_13_02_P,3410000,CDFF4220002003000005,2003-12-16,,3,폐업,3,폐업,2012-12-17,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 9관,2012/12/17 16:27,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,6,,,,,,,,,,,,,,,,,,,,,영화관,,20031216,,1
93,영화상영관,03_13_02_P,3410000,CDFF4220002007000001,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구2관,2021/08/02 9:50,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,기타,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,상업지역,1
94,영화상영관,03_13_02_P,3410000,CDFF4220002007000002,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구1관,2021/08/02 9:53,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,상업지역,1
95,영화상영관,03_13_02_P,3410000,CDFF4220002007000003,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구3관,2021/08/02 9:50,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,기타,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,상업지역,1
96,영화상영관,03_13_02_P,3410000,CDFF4220002007000004,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구4관,2021/08/02 9:51,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,기타,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,상업지역,1
97,영화상영관,03_13_02_P,3410000,CDFF4220002007000005,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구5관,2021/08/02 9:51,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,기타,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,중심상업지역,1
98,영화상영관,03_13_02_P,3410000,CDFF4220002007000006,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구6관,2021/08/02 9:51,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,기타,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,중심상업지역,1
99,영화상영관,03_13_02_P,3410000,CDFF4220002007000007,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구7관,2021/08/02 9:51,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,기타,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,중심상업지역,1
100,영화상영관,03_13_02_P,3410000,CDFF4220002007000008,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구8관(CGV아트하우스),2021/08/02 9:52,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,기타,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,중심상업지역,1
101,영화상영관,03_13_02_P,3410000,CDFF4220002007000009,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구9관,2021/08/02 9:52,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,기타,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,중심상업지역,1
102,영화상영관,03_13_02_P,3410000,CDFF4220002001000006,2001-12-20,,3,폐업,3,폐업,2010-02-02,,,,427-6561,,,대구광역시 중구 남일동 65-1번지,대구광역시 중구 중앙대로 412  (남일동),,아카데미시네마2관,2010/02/02 14:14,I,2018/08/31 23:59,,343908.6834,264477.417,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20011220,,1
103,영화상영관,03_13_02_P,3410000,CDFF4220002001000007,2001-12-20,,3,폐업,3,폐업,2008-02-25,,,,427-6561,,700-060,대구광역시 중구 남일동 65-1번지,대구광역시 중구 중앙대로 412  (남일동),,아카데미시네마11관,2009/01/20 14:39,I,2018/08/31 23:59,,343908.6834,264477.417,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20011220,,1
104,영화상영관,03_13_02_P,3410000,CDFF4220002007000010,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구10관,2021/08/02 9:52,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,유흥업소밀집지역,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,중심상업지역,1
105,영화상영관,03_13_02_P,3410000,CDFF4220002007000011,2007-09-11,,3,폐업,3,폐업,2021-08-02,,,,053-609-3031,,,대구광역시 중구 사일동 15-1,대구광역시 중구 국채보상로 585 (사일동),41909,CGV대구11관,2021/08/02 9:52,U,2021/08/04 2:40,,343932.1884,264630.9449,영화상영관,영화상영관,12,기타,,0,9,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070911,중심상업지역,1
106,영화상영관,03_13_02_P,3410000,CDFF4220002003000006,2003-12-16,,3,폐업,3,폐업,2012-12-17,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 10관,2012/12/17 16:28,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20031216,,1
107,영화상영관,03_13_02_P,3410000,CDFF4220002003000007,2003-12-16,,3,폐업,3,폐업,2012-12-17,,,,600-2114,,,대구광역시 중구 동성로2가 88-22번지,대구광역시 중구 동성로 39 (동성로2가),700-092,씨너스 한일극장 11관,2012/12/17 16:29,I,2018/08/31 23:59,,344009.2409,264537.6112,영화상영관,영화상영관,,,,,7,,,,,,,,,,,,,,,,,,,,,영화관,,20031216,,1
108,영화상영관,03_13_02_P,3410000,CDFF4220002004000002,2004-04-14,,3,폐업,3,폐업,2010-02-02,,,,,,,대구광역시 중구 남일동 65-1번지,대구광역시 중구 중앙대로 412  (남일동),,아카데미시네마10관,2010/02/02 14:14,I,2018/08/31 23:59,,343908.6834,264477.417,영화상영관,영화상영관,,,,,3,,,,,,,,,,,,,,,,,,,,,영화관,,20040414,,1
109,영화상영관,03_13_02_P,3410000,CDFF4220002004000003,2004-05-13,,3,폐업,3,폐업,2005-01-24,,,,425-6261,,700-091,대구광역시 중구 동성로1가 8-2번지,대구광역시 중구 동성로 78  (동성로1가),,레드시네마,2010/01/20 17:25,I,2018/08/31 23:59,,344054.5915,264899.1019,영화상영관,영화상영관,,,,,3,,,,,,,,,,,,,,,,,,,,,영화관,,20040513,,1
110,영화상영관,03_13_02_P,3410000,CDFF4220002011000008,2011-12-27,,3,폐업,3,폐업,2014-01-20,,,,424-8500,,,대구광역시 중구 남일동 65-1번지,대구광역시 중구 중앙대로 412 (남일동),700-060,롯데시네마 아카데미관 제7관,2014/01/21 10:28,I,2018/08/31 23:59,,343908.6834,264477.417,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20111227,,1
111,영화상영관,03_13_02_P,3410000,CDFF4220002011000009,2011-12-27,,3,폐업,3,폐업,2014-01-20,,,,424-8500,,,대구광역시 중구 남일동 65-1번지,대구광역시 중구 중앙대로 412 (남일동),700-060,롯데시네마 아카데미관 제2관,2014/01/21 10:26,I,2018/08/31 23:59,,343908.6834,264477.417,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20111227,,1
